5.699455261230468750e+00 7.666476726531982422e+00 -5.107660293579101562e+00 4.798842906951904297e+00 -2.565659284591674805e+00 1.575390696525573730e-01 -6.541989326477050781e+00 -2.395938523113727570e-02 -5.513344332575798035e-02 4.119610488414764404e-01 -1.954627513885498047e+00 -5.240715742111206055e-01 -3.909596204757690430e+00 -8.395072817802429199e-02 -4.007256776094436646e-02 -2.268159866333007812e+00
-9.941434860229492188e+00 1.259663105010986328e+01 1.270625782012939453e+01 3.025277137756347656e+01 3.534033203125000000e+01 -2.202338427305221558e-01 1.221427154541015625e+01 3.620530292391777039e-02 -5.615196377038955688e-02 2.403245735168457031e+01 -4.810567092895507812e+01 -1.782337665557861328e+00 2.272245597839355469e+01 7.604772448539733887e-01 -1.848402246832847595e-02 1.246257591247558594e+01
-3.900935500860214233e-02 1.698906347155570984e-02 -1.784567907452583313e-02 3.061598911881446838e-02 5.286253988742828369e-03 1.176626607775688171e-02 -4.056464880704879761e-02 -3.557516261935234070e-02 -2.883402071893215179e-02 5.256672203540802002e-02 -1.924480311572551727e-02 -1.751413941383361816e-02 4.199798032641410828e-02 4.118976183235645294e-03 -1.836862415075302124e-02 -2.987449802458286285e-02
-2.941846847534179688e-02 -3.127375990152359009e-02 -4.103468731045722961e-02 -3.140848875045776367e-02 -1.088418066501617432e-03 -1.774380356073379517e-02 -4.417389631271362305e-02 -1.106559112668037415e-02 -3.855131566524505615e-03 -2.040914259850978851e-02 -3.010863065719604492e-02 -4.940704256296157837e-02 1.096636056900024414e-02 -4.924647882580757141e-02 1.394895091652870178e-02 4.860726371407508850e-02
-7.779034614562988281e+00 6.116616725921630859e+00 1.477268981933593750e+01 3.795625686645507812e+01 -1.761474609375000000e+01 2.491960525512695312e+00 3.711038589477539062e+01 -9.657479822635650635e-03 -2.834679558873176575e-02 4.388518142700195312e+01 1.413376808166503906e+01 -8.212085723876953125e+00 1.695234107971191406e+01 1.047130942344665527e+00 -4.094275459647178650e-02 2.187507820129394531e+01
-4.592236503958702087e-02 -2.760479412972927094e-02 -3.558199480175971985e-02 -4.614363983273506165e-02 -5.764950066804885864e-03 -4.115523025393486023e-02 -3.841824457049369812e-02 -1.372911781072616577e-02 4.049420356750488281e-03 4.975182935595512390e-02 6.929326802492141724e-03 1.959942653775215149e-02 -4.208267852663993835e-02 -2.310252189636230469e-02 -2.862998284399509430e-02 2.998039498925209045e-02
3.961887121200561523e+00 4.106806755065917969e+00 1.019177246093750000e+01 3.143369483947753906e+01 1.519155502319335938e+01 2.298675298690795898e+00 2.789102363586425781e+01 -3.851927816867828369e-02 -7.367976009845733643e-03 3.890341186523437500e+01 1.265618801116943359e+01 -4.966684818267822266e+00 -3.925196838378906250e+01 5.285112261772155762e-01 2.457362785935401917e-02 1.877845954895019531e+01
-4.180787503719329834e-02 1.459132879972457886e-03 -3.888647630810737610e-02 -3.046189807355403900e-02 -3.333907201886177063e-02 -3.687067329883575439e-02 1.185275893658399582e-02 -4.046745225787162781e-02 3.336293622851371765e-02 -2.803638391196727753e-02 1.046781800687313080e-02 2.823929674923419952e-02 -4.312327876687049866e-02 -3.183577209711074829e-02 4.106549546122550964e-02 -3.319198638200759888e-02
-2.477556991577148438e+01 4.324180126190185547e+00 1.963137388229370117e+00 6.378864288330078125e+00 2.122577428817749023e+00 7.275305747985839844e+00 -7.498881220817565918e-02 -3.184164315462112427e-02 2.210660604760050774e-03 -1.321128368377685547e+01 -5.522702217102050781e+00 2.108524143695831299e-01 -2.124984711408615112e-01 -5.398422479629516602e-02 -2.376416232436895370e-04 5.212556838989257812e+00
6.187003612518310547e+00 3.384346365928649902e-01 -1.450105309486389160e+00 4.048351943492889404e-01 -1.052003979682922363e+00 -1.015946507453918457e+00 1.426312327384948730e-01 2.398038096725940704e-02 -1.556320022791624069e-02 1.144697666168212891e+01 3.813686370849609375e+00 -8.288480043411254883e-01 -9.486314058303833008e-01 3.859468698501586914e-01 -3.850250318646430969e-02 1.703490495681762695e+00
4.803163930773735046e-02 1.217119768261909485e-02 1.778827607631683350e-02 3.266682149842381477e-03 8.642191532999277115e-04 1.914662308990955353e-02 -3.858061879873275757e-02 2.473491616547107697e-02 1.689361408352851868e-02 4.156471043825149536e-02 -4.484322294592857361e-02 1.364345848560333252e-02 1.978784427046775818e-02 -2.621873840689659119e-02 -2.332920581102371216e-02 -4.107632488012313843e-02
