1.074734702706336975e-02 6.127705797553062439e-03 3.887954726815223694e-02 -2.014674991369247437e-02 -1.542249135673046112e-02 -3.624274162575602531e-03 1.512721553444862366e-02 -1.725902408361434937e-02 -3.758268430829048157e-02 4.823907464742660522e-02 1.156930159777402878e-02 3.458891436457633972e-02 -2.203913033008575439e-02 -4.700569063425064087e-02 -3.796139359474182129e-02 4.478195682168006897e-02 -3.303673863410949707e-02 3.492437303066253662e-03 5.483746994286775589e-03 9.156700223684310913e-03 -4.416186735033988953e-02 3.780755773186683655e-02 4.590732976794242859e-02 4.625228419899940491e-02 -4.603699594736099243e-02 2.103010006248950958e-02 -2.397274971008300781e-02 5.281431134790182114e-03 3.945721313357353210e-02 3.820771723985671997e-02 -1.464922353625297546e-02 2.720747515559196472e-02
-1.441962361335754395e+00 -1.982487589120864868e-01 -2.426111511886119843e-02 4.051549732685089111e-01 -1.307084321975708008e+00 1.719618439674377441e+00 3.072214499115943909e-02 -4.593434557318687439e-02 -6.919950991868972778e-02 2.753293800354003906e+01 -2.750185728073120117e+00 -3.132592201232910156e+00 -7.425409555435180664e-01 6.220619678497314453e-01 -1.367316484451293945e+00 -5.613858252763748169e-02 -3.141885280609130859e+00 -4.496402740478515625e-01 -4.411734044551849365e-01 -1.941273689270019531e+01 -8.934766650199890137e-01 -2.643406018614768982e-02 -8.424920588731765747e-02 1.649038696289062500e+01 -1.405345089733600616e-02 2.900710105895996094e+00 1.789207220077514648e+00 -5.199070453643798828e+00 -2.400210872292518616e-02 1.533489227294921875e-01 -9.199948981404304504e-03 3.801847249269485474e-02
-7.878707721829414368e-03 -2.374417893588542938e-02 -3.634317964315414429e-02 4.206550866365432739e-02 3.772928565740585327e-02 -3.473617881536483765e-02 -4.112970083951950073e-03 -1.818288117647171021e-03 -1.034724712371826172e-02 3.074928373098373413e-02 7.043198216706514359e-03 2.014510892331600189e-02 -2.028368040919303894e-02 8.035724051296710968e-03 -4.001782089471817017e-02 2.931343391537666321e-02 -4.712997004389762878e-02 -2.760479412972927094e-02 -3.439079225063323975e-02 -4.614363983273506165e-02 -5.820277612656354904e-03 -4.115523025393486023e-02 -3.841824457049369812e-02 -1.372911781072616577e-02 4.049420356750488281e-03 4.900623112916946411e-02 6.747934035956859589e-03 2.117666602134704590e-02 -4.208267852663993835e-02 -2.417366951704025269e-02 -2.862998284399509430e-02 2.807466126978397369e-02
-8.186562538146972656e+00 7.546866536140441895e-01 -2.227181568741798401e-02 3.664764761924743652e-01 -8.351275444030761719e+00 1.343098878860473633e-01 -2.298693180084228516e+00 -1.369980871677398682e-01 2.212479151785373688e-02 3.482151794433593750e+01 -3.843753337860107422e+00 3.950641155242919922e+00 3.609359502792358398e+00 1.915134072303771973e+00 -1.247937560081481934e+00 -1.193562895059585571e-02 -7.978796005249023438e+00 -1.799579620361328125e+01 -3.357689380645751953e+00 -5.775114536285400391e+00 8.025975227355957031e+00 -3.332998603582382202e-02 -1.625617407262325287e-02 -6.586455345153808594e+00 2.441116236150264740e-02 -6.514207839965820312e+00 1.238290786743164062e+01 4.928335249423980713e-01 -1.426105350255966187e-01 1.629480481147766113e+00 4.103774204850196838e-02 -5.723197937011718750e+00
3.793530538678169250e-02 1.981552876532077789e-02 2.695791795849800110e-02 2.005603536963462830e-02 -1.325340010225772858e-02 3.618312254548072815e-02 -2.793618477880954742e-02 -3.154354169964790344e-02 3.486697748303413391e-02 1.346472650766372681e-02 -3.860139101743698120e-02 1.412340905517339706e-02 1.962851174175739288e-02 9.725719690322875977e-03 1.757485046982765198e-02 4.130051657557487488e-02 2.399456920102238655e-03 8.455645292997360229e-03 -2.801986411213874817e-02 1.795887947082519531e-04 3.753977268934249878e-02 -1.996595971286296844e-02 -7.180381566286087036e-03 2.683718129992485046e-02 6.235789507627487183e-03 -3.885113447904586792e-02 -2.910947054624557495e-02 -3.415942192077636719e-02 4.811153560876846313e-02 -2.215814590454101562e-02 -3.500442579388618469e-02 -2.209216542541980743e-02
5.213227868080139160e-02 1.496228948235511780e-02 1.767028495669364929e-02 3.522499930113554001e-03 8.815536275506019592e-03 1.900564692914485931e-02 -4.260660335421562195e-02 2.607231214642524719e-02 1.689361408352851868e-02 4.371745511889457703e-02 -4.137356206774711609e-02 1.095019653439521790e-02 1.552400365471839905e-02 -2.222979813814163208e-02 -2.108234167098999023e-02 -4.146905988454818726e-02 1.655427622608840466e-03 -1.364121586084365845e-02 1.479323720559477806e-03 2.315965667366981506e-02 -3.628021478652954102e-02 2.531165257096290588e-02 4.386819526553153992e-02 -1.987576484680175781e-02 1.278065517544746399e-02 -3.494482487440109253e-02 1.563361473381519318e-02 7.134627085179090500e-03 2.236081287264823914e-02 1.869991049170494080e-02 2.542567905038595200e-03 -9.912848472595214844e-03
-2.241362190246582031e+01 1.693758583068847656e+01 -7.306297123432159424e-02 -6.223696708679199219e+00 7.233010864257812500e+01 -6.998865008354187012e-01 -5.692828893661499023e-01 -4.562871903181076050e-02 -4.388445243239402771e-02 6.839852142333984375e+01 5.490375161170959473e-01 5.942956161499023438e+01 -2.225311851501464844e+01 -9.577827453613281250e+00 4.858688831329345703e+00 -1.424594409763813019e-02 -1.855169868469238281e+01 -4.499548721313476562e+01 -3.497959518432617188e+01 -6.655323791503906250e+01 1.399978256225585938e+01 -1.681946590542793274e-02 -6.517042964696884155e-02 3.780210494995117188e+01 9.192206896841526031e-03 1.073907089233398438e+01 1.172027492523193359e+01 1.396047401428222656e+01 -8.068126440048217773e-02 2.446406173706054688e+01 -2.409319765865802765e-02 -1.047989559173583984e+01
-1.045775413513183594e+01 1.574946522712707520e+00 2.519757300615310669e-02 -3.746934890747070312e+00 -6.969446659088134766e+00 -2.180585145950317383e+00 9.545560926198959351e-02 9.887433610856533051e-03 -3.405676782131195068e-02 1.863135337829589844e+01 -4.202006757259368896e-01 8.882251739501953125e+00 5.777866840362548828e+00 -7.943095639348030090e-03 2.645735025405883789e+00 2.056550607085227966e-02 -1.748172402381896973e+00 -5.166864395141601562e+00 5.507434010505676270e-01 -1.114455318450927734e+01 7.897637844085693359e+00 9.102718904614448547e-04 -3.846972063183784485e-02 -1.492147922515869141e+01 -4.115340486168861389e-02 1.524724245071411133e+00 1.291195631027221680e+00 6.528892517089843750e-01 1.514660567045211792e-02 -8.082784414291381836e-01 -1.685610413551330566e-02 -3.833363771438598633e+00
4.015737533569335938e+00 -8.928411006927490234e-01 1.435061078518629074e-02 -1.495896816253662109e+00 1.108013540506362915e-01 -2.007518196105957031e+01 -1.198069304227828979e-01 -2.114918269217014313e-02 -5.559568107128143311e-02 6.886149597167968750e+01 -3.818103969097137451e-01 9.959163665771484375e-01 9.834013581275939941e-01 2.170068025588989258e+00 -3.719765663146972656e+00 -3.137474181130528450e-03 4.594257473945617676e-01 6.980023384094238281e+00 -5.388104915618896484e-01 2.641387939453125000e+01 2.281227588653564453e+00 -1.205450296401977539e-02 1.977987587451934814e-03 -1.009321136474609375e+02 -5.939479917287826538e-02 4.497425079345703125e+00 7.276895523071289062e+00 9.406502723693847656e+00 2.344145253300666809e-02 -7.998915672302246094e+00 -4.549354314804077148e-02 2.280152142047882080e-01
-2.216426096856594086e-02 -9.393319487571716309e-04 1.443750783801078796e-02 -4.350793361663818359e-02 -3.339983522891998291e-03 -4.941361024975776672e-02 4.806331172585487366e-02 -2.768578566610813141e-02 6.758369505405426025e-03 9.526409208774566650e-03 3.108846023678779602e-02 -2.452231943607330322e-03 4.419736936688423157e-02 -1.124235242605209351e-02 4.456360265612602234e-02 2.086502686142921448e-02 -1.336406916379928589e-03 4.258691146969795227e-02 -6.971441209316253662e-03 -3.830958157777786255e-03 2.204639837145805359e-02 -7.281195372343063354e-03 3.931638970971107483e-02 -1.233613491058349609e-02 7.946621626615524292e-03 3.699954971671104431e-02 3.468768671154975891e-02 -1.664866134524345398e-02 2.889399603009223938e-02 -2.391248941421508789e-02 -2.976273372769355774e-02 -3.372275829315185547e-02
